Rank,ID,Name,Mint,Image,Total Yield
10201,1094,Quantum Trader #1094,3qitpYEuir57P1APxyXgMES4MEsMF3XV14UW6bArf6PA,https://arweave.net/u5kt01aj9n92JxCYnrpHcVmzHfN0hRhB3wqqiM2PcsA,10306.2664
10202,307,Quantum Trader #307,6noL4Y66gyFoQ7Y2AFM1c6whdNqz2YaLYeTy9B7eHbVi,https://arweave.net/vaPR-Ycg8S7RHez0OmVrin6cFSo8xv4UYqw3mPTbnWU,10305.3848
10203,8240,Quantum Trader #8240,6weZja9NDVQHWt39VzSfmrByLWb5n1awueLWKXiPqNvo,https://arweave.net/xslgGXvJGeyt-S3dQiFNBOuwaHQ5fesAAK_CZ_-rbu0,10304.5033
10204,5289,Quantum Trader #5289,8aiVGVgE849g3gQwoXKDBfXL2geEonv6wgp8uVA4zemb,https://arweave.net/45NTkNz4652YOBG5yndlX5T0WRlhQR36u-uiiqlkvUg,10303.6218
10205,5178,Quantum Trader #5178,9k4TDUYRkNDNnx36zRLbNzKUtTxG4BCQoBufqdQoNyFb,https://arweave.net/B1cpTsLmIk9hhdVhBTJ2Eo6qN8EBbvt1GlG3YW6mkGs,10302.7402
10206,6057,Quantum Trader #6057,A9XyktNSkSQC6jExQAVAkN4hKe96JYEnjE5SJJSasyMg,https://arweave.net/dvsXlMSp2l18Y3q3sKrU6YIwrTusdVYkqrNVFmMZRM0,10301.8587
10207,7038,Quantum Trader #7038,ANhu8rcCLzDMgTFyBsRWZutDWbUdeFuT8D5zK3z7zbMb,https://arweave.net/8UxPgeX8nHmVHfSPjlvAhKIJ09BBW21uLLl3lk0JxQE,10300.9772
10208,2886,Quantum Trader #2886,BWmTo7CCzmPuaJHwxxMuP3Xx8ZMkc8SzbHX1in8vkCXq,https://arweave.net/DIfOes87nTQ0qua3LZBEkxugcTNO4F6Lv_EKLskgvyY,10300.0956
10209,5954,Quantum Trader #5954,Ca6djrsxCafUuLX4sXrkr61CHrWUrYJyCJqrHYfLXmjk,https://arweave.net/PQvCODb2OyhkIjfMjPaFcL0fYssXcjqgCKnIfCf29vg,10299.2141
10210,7972,Quantum Trader #7972,FYhzGJVMZYaSoBwfUy6S1n8kct22qQ9xH8Ki37jwDRtY,https://arweave.net/g0xY1T6iztF4UJ36gZPFWl0dvdZfRzBzy2ejlac6ARA,10298.3326
10211,7538,Quantum Trader #7538,2ownPp4CQ7zMYjcTj66YWEkteUFVA4izdm9Xw2mdk7sL,https://arweave.net/FMRUvSZfR9SJm2S7_KZ8Dn8VLc0rsyJlzysGCu3_rSg,10297.451
10212,5528,Quantum Trader #5528,2v7Xx2fLsCoSzkM5QfHEYqg447ViD1nBrdw5tZzVqmbt,https://arweave.net/OT7Ba4CSC1NAW59PlYojI2i5MeQBgITyL7RUbBgJZ-w,10296.5695
10213,172,Quantum Trader #172,3NJ2qUdg2XcQneAoPZ9aZaYLb55F8Y6q3aZYgokn3NHg,https://arweave.net/cEo1bkPSFA94KxAVuQ-yPVBpITvj-xmwOZtjxHskGwE,10295.688
10214,6170,Quantum Trader #6170,5oRysAt8rhTLKhXwfJYBArkGHpYugMUb5sKYjg2WPCu3,https://arweave.net/UxeEqXAXc_d31qBj7_sHqupEXLqSyjFeM6NLYYI1iFE,10294.8064
10215,4486,Quantum Trader #4486,7PQzaag3kGWPhHHo6rkWvvTZPhK7PuYUuharzwyeurJk,https://arweave.net/6GNuODeNne2FU4bWSpbGuPC4PnAD93z3mer4AsNxpS8,10293.9249
10216,7413,Quantum Trader #7413,7PewXWF27qb7YVx9c2NLH3z8Huow4z67DWdxbgzmYTQM,https://arweave.net/1czcaDh1RtalkhMMNeCBdtXHN_m7k-XhbAvE3-mj_C0,10293.0433
10217,8025,Quantum Trader #8025,87jeM7zJzjLC3GjkrYKTZsH28NUX4e3gGWJTp5juh3cN,https://arweave.net/DRNGUvK9NVDoybnHtukNm5aCZz7sTRU7LoioTyN2DSo,10292.1618
10218,6296,Quantum Trader #6296,8aRCvMvxxUz66SeXcE7m1D3U8PEW159HfNbRM58qcNy1,https://arweave.net/hObWdYE7kAhd02iin0CgmO59EewkIDvnryUDEB1Mfmo,10291.2803
10219,2752,Quantum Trader #2752,96BLLdK5WZFr6jDSbduGhWsQP3YKBmZfjxjnEPzdZZ5p,https://arweave.net/paHDYP8hM4V4XGZOd8-7WzEJnP1jX_aih_eywetfs4E,10290.3987
10220,7446,Quantum Trader #7446,9XyviyzJ31vK7xTyWWpGCjFSd3T4J4mhy7vsw6doXKc4,https://arweave.net/2hAOCZPXNDr5GDiun03EvfC_UwAuLqwRk2idddPumU0,10289.5172
10221,5969,Quantum Trader #5969,AXxTwVSQw51P8bqN2DEHAVwiRHnbf3hAupPWGaa9ijGB,https://arweave.net/H8-iFJrtwP6QfcBcI35vSMisxTpXa2PlGHxxd5vu43g,10288.6357
10222,6365,Quantum Trader #6365,DpZfaRdzrvEjqpXTsGx12XjLTn87iQL2egv94GVsyK2W,https://arweave.net/qCHf_prRSZuxIPyeJilC5fm3_DKTY_rq95D166Q1Bu4,10287.7541
10223,5229,Quantum Trader #5229,Dx7d7Xa4k2UW5zzDtJ7fpf8HNsvg3LE4DxYmtZxWQi3L,https://arweave.net/_xfk-jz8mD2QRhXkPh5fvx2wOIjSbSelkw5jBQQv2As,10286.8726
10224,718,Quantum Trader #718,39eKaoo6bZRuM4o9dqpJR5qY8jbcaCL8dakiCzi9x8Tg,https://arweave.net/O74qOrXQFHtwZiY0CKUq9FhudPlF-l-ZmfW9A4YpEfw,10285.9911
10225,8653,Quantum Trader #8653,3tiY4QgwpGs1nPU4zw5E5kvSUHC2V3TfCyDV61iaHKXs,https://arweave.net/Bl9PMAOLogZr8fY5gGbCKCOVAZ1jSrr22AkL_dbRY8U,10285.1095
10226,6015,Quantum Trader #6015,4abfhoU2rwhh38UgADuzDuBBEm7iEKmzrbBgNXm4TniL,https://arweave.net/d87dgZaWVaY7NxaUBR8fgFpA6A01DGi3NsRYV2j0PAQ,10284.228
10227,83,Quantum Trader #83,4hFQofP1ACWn724W1erMiwJUuuzQGB7FPQ77nCyzug7F,https://arweave.net/HLzeZZSnqzEX3SXLESO8srhL84R0yIpAMbl7mFBMjlc,10283.3465
10228,196,Quantum Trader #196,4ujGgcadoTDJAU4dotKVMM1ZSaj5wrw4JZs9qGefj5kP,https://arweave.net/Wzf-eh-6FoLlwdOZcMxn4pmsZc239e4rJU82l9drDQE,10282.4649
10229,8525,Quantum Trader #8525,5dVTAbRUuY8EDx8n9QdhbHgXMydbRGzPCmLcq7ruU6ei,https://arweave.net/Nua4Hv9fUiQWqUsdpUlMeoxZpx3BTPfo7Dc4g2GdzFA,10281.5834
10230,8528,Quantum Trader #8528,6RwsZ9iLnD75HYzXjKtEwawxZokQwmXLohLj7QD329jg,https://arweave.net/m9jJAcqxzOI9m0LNbVNP8wXuJxTrmRW7_KnQb8vzmNY,10280.7018
10231,3075,Quantum Trader #3075,7S5kLzwM6GX76vPhFBkTutfn3vQCCuoAnA6wde6BrNJi,https://arweave.net/H47PKHTB8Q7ogEIrj4pdIbJ0OiqYnrusG9Co4lXuUss,10279.8203
10232,6216,Quantum Trader #6216,9PDfMejbNpsuK1uEjUN2QuneKmZZEat4tbjd7u4oU3GF,https://arweave.net/bwxgFs7wKtoVe0FbEW2aiUmol5Yg-hBIrkXOScT6b1A,10278.9388
10233,6484,Quantum Trader #6484,Cs52qeCnyS4g97s9VioRQrFTPjp57yC2vzgNXBiYMnZ1,https://arweave.net/xkRAJNoTu37Cb5nXTwwWbG7TKabmyAevtYcUb7bUmFo,10278.0572
10234,1416,Quantum Trader #1416,DhdzdC2vHuDJRY4p5LAprLct9nwhwwPUhPVEDz6JddQp,https://arweave.net/5woi21LTkxPuOyxeZyl9EytkUStKXKW7x6u7C97rBzc,10277.1757
10235,4697,Quantum Trader #4697,DjxG9GpZZj54Z79bAMEfgASnJgg2oSQVqsccoXNLpFbf,https://arweave.net/nW6sN71scKYYdVkDw24-DkZTxhS54kBzZmR2ceZkgds,10276.2942
10236,704,Quantum Trader #704,F8MfPKAoCyTEWBXuagQJZTMUtyKzSm6yBT7zpnMSim8z,https://arweave.net/s7vGVzUbaWJZrAUqZdljRDo3ijZ6xU9WwId8OGtqQeY,10275.4126
10237,4594,Quantum Trader #4594,GPDUaAe6TFcmneSsCxeD9r6fNrMSfYkLUKVnSeTMVx4X,https://arweave.net/4IrRikkSpo8sM_Gh-dYpzhHmKy37BH8MOcFRiG9xcp4,10274.5311
10238,1336,Quantum Trader #1336,HVXuJCcs6poGjiCnCSRKAGkLbf6g9yFHztsGcCS7FkwS,https://arweave.net/0MpmQtp51Z42-D8CaQWfMhDrumebXwJFqO5t7m4P_6k,10273.6496
10239,4028,Quantum Trader #4028,bGEAjU6k2uBuyKSauVjpHScBbkvFK7Uti7d1X3quAbN,https://arweave.net/wEsH10EZRpaSAFksf3hyVrvpjaOsJvQe4EIvO5yjnJ8,10272.768
10240,2194,Quantum Trader #2194,6tzzamKz3iDBUCWZSTArGiMywHWcj4bohoRZJeisXQ2B,https://arweave.net/puhbKgPnKt07PGIhXb5-FA4TcGwav3W5-D7-AlryTLw,10271.8865
10241,5825,Quantum Trader #5825,8uYz759PLq6e7cjUApAVdaxTz4wHuqRVjQuQHgVH4Koy,https://arweave.net/tHB6dT0REfRd9vWMTVt3jvTm9ZblwmBMfmUsjY_S4LU,10271.005
10242,5205,Quantum Trader #5205,8xLJmmnyXHq5ZkCs2FU9tn2VEGPEHqY1oUFTTrApbDDx,https://arweave.net/jwn5UKMHGIYMqD293j1YU27B_grc4mXrVlNJ6ENTBQE,10270.1234
10243,5208,Quantum Trader #5208,ARruAD6KVTZ7J7eowKjZZxQAa2nwKjDcfM3Earh1RAjn,https://arweave.net/TNE3DDsKdjrXgnCQ6Tl7JSASPBivR5PMQSqD6siFs_c,10269.2419
10244,468,Quantum Trader #468,96auTA12kvD3SQ2EUUarAwbt5TC89Fp8RuXebNBRbA2z,https://arweave.net/294KOew7Zo4gIJX8pVASp7goYVW4XKgqPfO0w_fzdDs,10268.3603
10245,362,Quantum Trader #362,Bd8NtXTQU5kEBHFvkygsZTF829nr5VjZcrJ1WZ6FDZ5G,https://arweave.net/4stBnECkruALH6nM9dNK0lEoa8U1r5VMPUPqC2Btnj0,10267.4788
10246,4174,Quantum Trader #4174,CT9CeHeM52j3VgBKteBShq9mPq9jKeqS1BsM66TJkg16,https://arweave.net/GdU2fVrCC_9mS_LjVLik_ytFKs0NQtkbPI0T0NHr8EQ,10266.5973
10247,3556,Quantum Trader #3556,DrkMuWW2VXNwqbtZfDWXnkiZVMuMe7ocEMqcP8QHQCaY,https://arweave.net/HoSxMAvU8UkLp6hE1VL7TMdj1ZDtQmdCtYRrG9mJoXc,10265.7157
10248,1297,Quantum Trader #1297,EXMLR26SkojuCgaBHQzaWFLm51vs7UPPbY7P4dAxbiA5,https://arweave.net/HI-SjPALvlyTATbw51lC3zjkOTE907PfDotuTWt1h_c,10264.8342
10249,3035,Quantum Trader #3035,FHjZxYj72qZ5rouwKymt5YBy1HuipSKwuMGbrTJkaNSy,https://arweave.net/30IvUcO-8fUesS2pCPHXiUdMAuUVz9ymClTFfy9NnIM,10263.9527
10250,6062,Quantum Trader #6062,FSyQ7Y7WvdosbhjmAg3TTasg1jJmCDxGEwX2X11a6SLA,https://arweave.net/PVoCjN7DEVTsByhYIMFkw1BGJ-azMW4M8IdjcswWZ0k,10263.0711
10251,937,Quantum Trader #937,FUYnkyx7fwh4qUFhvPmEpTkpyFAGbWPQ5PCcGcw6gjqW,https://arweave.net/dty8nfQmrk_1zB9ym9gpmqAw3cSxWEi2uOeGn3MDGhU,10262.1896
10252,7595,Quantum Trader #7595,FodXYiAko1DN3tp2HNxYzz8qAJ2mBQDUKn8UGWR2DK3U,https://arweave.net/Ap9p5XWltu_8KGbZK_X_jj7F_5fqc-fahNVXkTowtU8,10261.3081
10253,5163,Quantum Trader #5163,GDFcAQJVYypRqUpMx6Fxj2Y1jXMc2rcb59Y3RUhPnqEP,https://arweave.net/OP4qJ_WKUBlQ-5BQ2TYQSM2CGNBKUrV7yCmt_trE_uA,10260.4265
10254,6139,Quantum Trader #6139,wWdq7F815VZWTyG5XucwbkjJtbgzvBXBBxSa6UfaeDt,https://arweave.net/trNmB8yyTbKq-2p6j5veSAIBorHVsdhz7DvPkRJPE4w,10259.545
10255,4731,Quantum Trader #4731,5fFTqMNKQGPtXY2dRF6vr9wVFuRn8s9qeD2UkX63pFEx,https://arweave.net/GOP6cKUllK5Vwyl5QtU0rf95Sfc_sIwXpFtSw--8hJo,10258.6635
10256,2742,Quantum Trader #2742,6y3VjhBcbLWySEVS3QaFMAqyPeYvdzt2UiQQK2wHBgqC,https://arweave.net/8GvorKNeXgeBtsBflVnJEKASY_Gw8_EpUfE-xQ-lHIM,10257.7819
10257,7107,Quantum Trader #7107,8N4C9nm5rCJuA991LbFmZRkWnkZsgd1i6cqN5Q1oDWYJ,https://arweave.net/VN8M1Z1RGlCp9cxeVBimDzHFmhfW01oXirDubnKXoE8,10256.9004
10258,4151,Quantum Trader #4151,BZQQZ9KuHzqacLLw8zjyaTNde8xKPq9BoUvZRv7V3Eum,https://arweave.net/NJ8wbaJvI-7mj4Kzzt3-tXWZ1kOg3S67lDyAPxC48Zg,10256.0189
10259,883,Quantum Trader #883,EY2nTktepvZoNfag9PNfKdc4X5guDieWBg6AA4gCyKpf,https://arweave.net/z2Md-a0IA6JCjzz7sP5MYUxZ8Nn3qE7DzMWbixh5DT0,10255.1373
10260,4121,Quantum Trader #4121,HEHY7MNuemSiZkJAkTKqNHZ7wQuozj2LC1X91SETS8P1,https://arweave.net/yYUj3N5CTuaO13yw-n__NPaPkHC6cie7oRy83Y2o4QE,10254.2558
10261,6268,Quantum Trader #6268,HoyR1jdAH8TdYr9fLRrxx9Wgik9ouxEzR19ow7rLvNjk,https://arweave.net/erpjaNoNSIN9UK2N9Gl7rgrqbpxy61eisdFupZB0O8M,10253.3742
10262,8215,Quantum Trader #8215,4HMpfECwca3aqKyBkA8EyNcHrug2GHkyvpwcnFNq7LDs,https://arweave.net/CY7anF05XsV1FTVb10KX8Q55oturI1MBisWuJjBzTsU,10252.4927
10263,6333,Quantum Trader #6333,4MGyuMKdzGvbj5utqh7QmyKCRJxxPKnNxaRVK1GnBvts,https://arweave.net/iZNedukbSB8KHldIVXI62D1b4laUjEvN_7m2HZ5wgDc,10251.6112
10264,2420,Quantum Trader #2420,4N3odso44UJAUSE3U4okE6LLwXacW4jA28yhhobo8bEx,https://arweave.net/mHGv6W_cTkBnUbKVqSPCG3Av7dj5p6H3188F3Ptkomw,10250.7296
10265,1361,Quantum Trader #1361,4ieXoPSasXpHpebkAZUGeCC2CehyMies67cKT2gjXccV,https://arweave.net/qvhm7rNCCC0gRicfXie1Nw9ndbPi6wZ9TM9E06wiHy0,10249.8481
10266,7221,Quantum Trader #7221,6HFoNSenRQWFACWohkPEje7LupJxJwwACmKREtX5sp5d,https://arweave.net/WkZf43ZtgvhEb_2u_hC1iF29nm6RqXGTlcjqA8PFRRY,10248.9666
10267,4473,Quantum Trader #4473,6daLZuFHzPThznxFSK2Xw9BuTG9tmgPtkGjeQ4oYohWZ,https://arweave.net/I6XUOOD1sUGCf9-4apfvDT4Cf9tKSQ8qOCNRMU70WG4,10248.085
10268,4910,Quantum Trader #4910,8qa88ZuY7rzHXm3sGsYd9MTf8k7eoH78btEhPXTVobwv,https://arweave.net/xfdo8iTlBMTfpkGhrDETP7Ugp3da0jVi0bwyp4k2xQQ,10247.2035
10269,1863,Quantum Trader #1863,A8vpNK29rC4PtwHENBDXii4Sa3e8nFKt7JL69wbwCohe,https://arweave.net/9YztYN2xdFLfEW8ULlc4zz4iHGDF8HcPGDoJkVBcI8I,10246.322
10270,2606,Quantum Trader #2606,ABCwDGzam4ebYEoSqC1A8RQ1wR7wDtJFSD8SPLmHUrYv,https://arweave.net/6qMkgGsV-TYUQVz5Umtj3aiZN2yMTKBEj1SdbZ3EUeo,10245.4404
10271,2383,Quantum Trader #2383,BLRQTMGMUsTMVgKAPpHz3Koazmzk1LurUAj5G51y6P2B,https://arweave.net/9HbYprZ_i5oHtlv7l42tMZ3jL4gFE7LW96qR4E9YFqM,10244.5589
10272,2164,Quantum Trader #2164,CGBKaPBAxMAhnLULJx7THTBt6L7JqEzwfJdV6HMBd3zM,https://arweave.net/kv1sb-FxE4Q1bLZqckZr069cvOfk68X9aBG04BSnPnM,10243.6774
10273,6707,Quantum Trader #6707,DtATXoaay9vrfXwyiBQFFFY3fr2jXaU4YoxYMQ5hDVA7,https://arweave.net/bEQLXLQxhF4N3Mg5Jew8FLVcDi_fHhBcO8_JK1MAlnQ,10242.7958
10274,6429,Quantum Trader #6429,EcoTSctaxnTVriEnciNad1bjJooiWgc62pMcj1tTZhF7,https://arweave.net/2J7eBKxb83d0g28FjOBKv2K0zlMgPl9INQoRSXiBoVQ,10241.9143
10275,2430,Quantum Trader #2430,EjRhBgKeo3EkuCoWvyDrzzNzNgu1qtEMwWnwV6Hdm7nu,https://arweave.net/b_ye5tUpQC9xzAnuElRHHklFI1P0Fq6rjqNJo5Gd9zQ,10241.0327
10276,299,Quantum Trader #299,F8FvezGNJ2Jq56jt8dKUZAgGmZiYR3hsChHobbrCzU7J,https://arweave.net/Z88CoQ4Gx4ITEYUC7xDJR1UlmXd-RuVt3q2VVyGqiqY,10240.1512
10277,5827,Quantum Trader #5827,J8VpuNwRDtnWAJViPU4we9nxzfps23otbVsiFKqH556M,https://arweave.net/2LdNcU8GQ8np_vLUmCmBR3I_bNqCNcdf5ACACrKVd5M,10239.2697
10278,1411,Quantum Trader #1411,w87Bzw2vMAoVuvEpXw2PJkZxdgwTAYGysCg32YTeMff,https://arweave.net/pj6qa7cAMs1bZBpaBw6SRWZzrQ4VCOxSkVSq5u72nLo,10238.3881
10279,4824,Quantum Trader #4824,2xZydo3ftKqRzfmQFneRCvZuh2HfZfLhyUawHME3dDQs,https://arweave.net/2ybRJhNrzryGmP1q5ZXVGDTinKHG2b02RQGyl3TlT8I,10237.5066
10280,1504,Quantum Trader #1504,3GGZz8XVr8JpLynBi86bu58iJqKxeeRvAUgcSyYptQQF,https://arweave.net/PSaettFUKQWkOmO8ONOgcr_kfVOlFMZH4OTt_HDjvxk,10236.6251
10281,7101,Quantum Trader #7101,3LF8W466K8gvUvS38TzVHEPF4ysZrLc94yHh98S4ZB4q,https://arweave.net/UZVGBMe-qjKS1IkEuIAAQNuoXcv3jKLNYX3Aejj8G14,10235.7435
10282,4345,Quantum Trader #4345,68LaD55RfBxyyZTLaJ9KTyibmobVxQEve8r8ZBoqycUG,https://arweave.net/tPiVCqLlQ7g5i_54Tvkd-GjMuMyoQyheQrks8qcQPQQ,10234.862
10283,2026,Quantum Trader #2026,6Q28VYj7PL4Z4MYt1p2AK7rnDT8XJ47j5iNxJLCtJZFh,https://arweave.net/pf9SCfvoL-BCXa7IsWdy2tQqNhHsnrtE5JX-wR3pP0M,10233.9805
10284,812,Quantum Trader #812,9aMVGcWWKLMBkubey5ssXFvtK5DRyvWrk26kCtv2BN1h,https://arweave.net/eXUS_L7tJvrbQYIZyOmtxwpPP96uL8JNeltOIN5nyJA,10233.0989
10285,3073,Quantum Trader #3073,ASvk67rXoCfJZMUQ2wNNGgEAjbbwUoUjVohS8YXGDfKt,https://arweave.net/8FCs-mT0QJTHdvFwQNMwTpcE8WnjgW69leJGSlM3QRU,10232.2174
10286,2198,Quantum Trader #2198,AmbZftKMth9oyojdBiZM6xBKYeZr3NLTfSdvNX3SLPkh,https://arweave.net/T-biHAPaaVkHAutsCLRLAP_jT7XkUio8ZYRMG9o2V2A,10231.3359
10287,568,Quantum Trader #568,FVC8Sg7HAC3zch5eBPRCXg5ZjWN9guiXyoVSzduZovSk,https://arweave.net/Wj_rSCQaMYaL9p2p9EfPNUPxFNGSq2JFqjwMQd7VDSg,10230.4543
10288,6988,Quantum Trader #6988,G7Tn9M5BySoMRPRcDy4x69HuKw6oL8QyXhwZ2FmFKuD3,https://arweave.net/axVGVVoRU4A6MXMbLVnrdN1H8SrZlDXOGq42mDzY2LU,10229.5728
10289,3968,Quantum Trader #3968,GLwUXPB7MNcpiuLCzdbkowgSsz58wr692YuVZoQVFrh9,https://arweave.net/-wDVxp4qn2IHLHv_5qTzUTAUBIGxLJGPutVPBXlvbOI,10228.6912
10290,5820,Quantum Trader #5820,GxTivFtathUYamRi8GS5vHCpxscgskfs3MfXis3iyHEY,https://arweave.net/oKDAj2jXcqi6IpCRAQH6bGNBCLzRrTHDmbG3Eol3zqw,10227.8097
10291,8260,Quantum Trader #8260,HWwmvCe6gEna4vSyFnJF83ZfGLiPJdLRJuLKBDSTHxpo,https://arweave.net/eqSHjmiTO7sim3vXTzCBK1cFloK3Jxm_k_yBj3AA4t0,10226.9282
10292,15,Quantum Trader #15,5Zir6zigqnK8gLS6rALzn8cQbDau4pAPE7jqVpSQUhYW,https://arweave.net/I4MyxVE0xd3F4kOamXBHPAbpZwqnkVoe6w1j6uAbxRs,10226.0466
10293,4590,Quantum Trader #4590,5dZ4mhzi17TwQQEmAyiaLgdUv4NvZ45jPrQL41DkSm1,https://arweave.net/dIhvlgwH7yrKPXgZC9FxkFfbG9ZTdGUsWP_Lv0ZN5n4,10225.1651
10294,8862,Quantum Trader #8862,8FfogaB7383DuiXkddrtaqsRDeqMtM6koRodtPX2CyVi,https://arweave.net/tJ1T-aIUH2vv_81mU6lVKEBq61e7JkMnwr4lkEHaXAA,10224.2836
10295,5146,Quantum Trader #5146,CAWBbjtVvHyNmV5HkE6W2yzf8gUCzqkYCoLpsyHDAtw2,https://arweave.net/4lIajiO6m7yLYTxnj8oQ1I8ZDUly1NSx3Co1LxTlRmM,10223.402
10296,7598,Quantum Trader #7598,CYP7sYMUBetDxUg87ve4sZ2D9H6kX5uhMmv1r96c2ATf,https://arweave.net/MXsvuf3mC5MPKKt2_h3a8jDTfouwLMOFOfv5Ftf53q8,10222.5205
10297,7641,Quantum Trader #7641,FsQCV5A8XCP9xkMeBo3xtJoMuZEGnKrP2bpNiMYQSV2o,https://arweave.net/OOtZzq8mdTf6XSRw6mU825kzeWax_Bars9Ph1tjT00c,10221.639
10298,1296,Quantum Trader #1296,J1yPMVynrqxhV6ZdRPFf6N2MVZVrUp63SLwBwmyX2cco,https://arweave.net/7ocweM-wZdHJUkFAs1CvNmbgpn4_wbEl4OtlQq26OUg,10220.7574
10299,1439,Quantum Trader #1439,annc5v5XcwjpusnnauKfPasvQTXDY3zhgJrBhqDv1cN,https://arweave.net/tn2S6oeLUl-Jv9LJDuaRwB-eBEcUOUC6rBiROhkaEA0,10219.8759
10300,8097,Quantum Trader #8097,4sVLeqqGoJEwrGNPE4rr8j1pGVhk9XZgR6o9q2qyc8GA,https://arweave.net/5J4owt2AMK4aFHMOVQFSZoicIRHhYbYglIEIBBrFs2w,10218.9944
10301,311,Quantum Trader #311,67w1iFpRRdY7YugxGdfWESKKiQxu9i7J4gpkJ3mBvCUo,https://arweave.net/RsU7xXrIqZLiTj7QgubsPpMGipKu_P4LNpnL5Hg17NU,10218.1128
10302,5255,Quantum Trader #5255,FRpnyWyKiRMwCWGdebx6kUobPo4MdqGJvWyCDZe2ZXfD,https://arweave.net/45VFj1H-8CEiAmqpPg8KU6MWvHdhxQHidcxaD_JALhM,10217.2313
10303,7748,Quantum Trader #7748,GiYwerKxprHSM9Wrphhu642ZECAd5u9v7WFU2vxwLMNL,https://arweave.net/X6GL8HYQO07f2cwHy2uPw7SEVUVQzYbxsu5JxaJ2BYY,10216.3497
10304,2415,Quantum Trader #2415,QiwZqFTMiGQXts12qYRgN7HajQK22tYoRLeS8tkknej,https://arweave.net/x0pQajAgKQvUT2b7ej7FUS6A5KIosLitT3mDZQ9pYgk,10215.4682
10305,7998,Quantum Trader #7998,13A59XSPFW5Uvxx9yEhPpA6K67uZb57jbPErXnTv2WxH,https://arweave.net/PjpwKWUhdMjTbp9FPYZRUCxp2xVVJFskpEegOx_SAnw,10214.5867
10306,8629,Quantum Trader #8629,3iQcAW93ktZURWWvAHhu3rkM1mxLEap6BqQhkUkxsBih,https://arweave.net/GuEvQS9K-ItcJXXxrL9XwlZyUPx_-AjGC3f1T6Llmbc,10213.7051
10307,5743,Quantum Trader #5743,6dDp2AjMGt6kDCyxFPgLwLKx1LWJTsoBB4oqNgd6QrUh,https://arweave.net/VC3FDh9ipve1itX7ZWowHark5Oho5Ze3OsRYajeRels,10212.8236
10308,3923,Quantum Trader #3923,78Q4rQuBWSdJ8x6CRGigQC6v8UGysACw1EWsrFP9gZ1w,https://arweave.net/T6LP36Xsi1tLYxaDxrXuJX_nmK47MNbBg28Tgl7SWjw,10211.9421
10309,7100,Quantum Trader #7100,7LU3tjfFLgZPokPTcENNvpxoRbHgwxh9EGPSdR2M7Pxz,https://arweave.net/7Ufisq75guq7oHonpHtEdbEFHh73fGYAXqgbsz0RsUw,10211.0605
10310,781,Quantum Trader #781,8gcbRHaHucNEVyfrDa5Sygohxz2Vy7mHDSw5eCVqWHMM,https://arweave.net/RALCoYNG7VYjJ0TygqBqwMOhW1Z3t4OqS4CIQFNIPeE,10210.179
10311,3669,Quantum Trader #3669,CfHQsuWWr2ZobsDFxvaWrpdr9GRbEyBEM349gaehDB3a,https://arweave.net/YB5IVBS7UrzBvYnG09yr6alH06TFbEGAB6-qX6kA3P4,10209.2975
10312,2411,Quantum Trader #2411,DQDmtvAGrLeDPJm2CoVppSugTp88PUZeczeYnbzkhEoR,https://arweave.net/7sprEZt5DWPgnUDmbQS_R-QuF7IipGUILfzHB0cfX80,10208.4159
10313,8189,Quantum Trader #8189,EFmHE6HdV3vYAa5gyHSwjyABmEevhrZ95yjRHHmohXb6,https://arweave.net/cjPKOArqoQvHN0oYXkngs_jgZO0ud4A5T6pEb7cKtjA,10207.5344
10314,2046,Quantum Trader #2046,29WBUe2EZHvbQuDmsCSxCeVCDfFYzAQF2zCGQNp4Uy7x,https://arweave.net/1lmVBv3kd-gVcKVqn0eWCGdLiN5CVmLJNx7bN-vSa70,10206.6529
10315,7047,Quantum Trader #7047,2upHcWW96hbkDbNskhdGXUoEQJBJ4JBKydfZD2TLe3yt,https://arweave.net/GXpBJc8uMBGGVEf8pikumRbpuvCG9tyC8ogXCRnoia0,10205.7713
10316,4259,Quantum Trader #4259,3xUSJcV2ZAiHapzkou2p3mpaSB2ASMT3wiJc3Ubon6p8,https://arweave.net/G7uPUivSfpH4cvt1loVT9rEvItb7TGNJ-XMGNE9ox4k,10204.8898
10317,5472,Quantum Trader #5472,5XxsmHUy653UcxdBLYbQP3hUzwhG2rVGkJptPDL9MKn7,https://arweave.net/blC752DpkuLarSv_1dkUtTDxsyy28pkvPnKvQr1zcQQ,10204.0082
10318,2095,Quantum Trader #2095,7XEfL1WuNi6oXqwxy12eYAa6iZcnQasQWvnupfZoiumE,https://arweave.net/uk8VkTylTi7EYPi_uYGnrR3-9JwEwRnYFWlZeyq0suI,10203.1267
10319,2552,Quantum Trader #2552,9BqV95K33pqEcj4fcsyFnPRQxLx5str5kZZKFRJQPRFZ,https://arweave.net/PqgPaXQISjFGdHZfwFVWg-Q7CIvtuHpBeA1gHmQ_RPo,10202.2452
10320,4257,Quantum Trader #4257,ASW4hQATWDSXGjZd5emopEwWnUCh3z2VLqusEB9DFxDZ,https://arweave.net/-mBmcLIm7y2CzvEcI5hej0H1VndI-KsLRM8Ik71ZT9Y,10201.3636
10321,1263,Quantum Trader #1263,AyxCy9uzgzWb8bTNWUVFffkJT3zRQuEcPjPaKpDsvtQu,https://arweave.net/LUXrSGUJ62u9TWPy3qepTjk6nRKUf0BWd-_nIFrcoMA,10200.4821
